name,id
Katie Walls,247829018565120
Katrina Pierson,147542771956309
Katy Morgan,177047752325089
Kayla Anderson,853856661311684
Kayla Ayres FOX 46,469856556522253
Keely Chalmers (KGW-TV),123268407820863
Keith Carson,437988222960590
Keith Jones,629186687138529
Keith Leventhal,283262438436591
Keith Monday WSOC 9,1511698632379764
Kelcey Carlson,735922596441027
Keli Rabon,200114356770777
Kellie Burns NBC2,208125029218263
Kelly Avellino NBC12,302747923128773
Kelly Cass,180862429389
Kelly Franson,112227918890913
Kelly Koopmans KOMO,169164276548926
Kelly Rippin,110347835783119
Kelly Swoope - ABC2 News Anchor,311444774634
Kellye Lynn,1415362322014726
Ken Rosato,1527850414123180
Ken Rosenthal,195977283801344
Kent Ehrhardt KMOV,139549606178502
Kent Wainscott,1625876111026866
Keristen Holmes,465044440266673
Kerry Charles,106380269466979
Kerry Hannon,189892832348
Kerry Tomlinson News,205328312825742
Kevin Dietz,113653315380732
Kevin Frazier,163266653748437
Kevin Harned (WAVE TV),250049434124
Kevin Landers,54750195887
Kevin Lewis TV,156977181114017
Kevin McCarty KIRO 7,588156041245349
"Kevin Reece, Senior Reporter, Wfaa-tv, Dallas",175650579163811
Kevin Roth Meteorologist,134057633427381
KevinMD.com,89979724885
KGW Rod Hill,354205947977113
Kidd O'Shea,187407244685787
Kim Cunningham,439592965723
Kim Fischer,394120370086
Kim Holden WVUE,1673472032879149
Kim Insley KARE,302826999863299
Kim Martucci,102861704478
Kim Russell,243124442447541
Kimberly Suiters ABC7,188420094530919
Kimi Evans,256443471102274
Kiptyn Locke,344592745502
Kirk Hawkins,344889702347815
Kirstin Cole,722153461151164
Kori Chambers,131497690306025
KPRC 2 Randy McIlvoy,117122378318056
KPRC Local 2 Courtney Zavala,124195177596226
KPRC2 Amy Davis,119073521455653
KPRC2 Anoushah Rasta,1501924336761321
KPRC2 Britta Merwin,1446793882234185
KPRC2 Dominique Sachse,114379945268535
KPRC2 Frank Billingsley,100221813357874
KPRC2 Haley Hernandez,1539639082939264
KPRC2 Jennifer Bauer,261624787188120
KPRC2 Jennifer Reyna,118902898131913
KPRC2 Justin Stapleton,227730787254091
KPRC2 Keith Garvin,451176961593334
KPRC2 Lauren Freeman,118171441539265
KPRC2 Owen Conflenti,280200465360111
KPRC2 Phil Archer,119125331441542
KPRC2 Rachel McNeill,120333531319816
KPRC2 Robert Arnold,105334479511783
KPRC2 Sara Donchey,615925748448074
KPRC2 Sofia Ojeda,1610278269190782
KPRC2 Syan Rhodes,713128258756419
Kris Carr,382970975759
Kris Ketz KMBC,170669691946
Kris Sanchez NBC Bay Area,188097847886856
Kristen Hampton WBTV,409052872485559
Kristen Keogh 10 News,404836613036955
Kristen Luehrs - WTVR CBS 6,295208500611206
Kristen Nicole,149457996787
Kristi Coleman WVUE,347283805461079
Kristi Nelson NBC5,266049956755030
Kristi Powers FOX 26,304748662906335
Kristie Lu Stout,121200242449
Kristin Kane,152626048160228
Kristin Smith,485605968148182
Kristine Johnson,1109023722454855
Kristy Siefkin Fox 10,198677086943868
Kristyn Hartman,297998466944375
Kristyn Leon,507467969387550
KSLA StormTracker 12 Weather Team,56904251684
KTVN Angela Schilling,200172216689398
Kye Martin,400247310035246
Kyla Campbell,177363952314168
Kyla Grogan,295965273853266
Kyle Aevermann,380147598726318
Kylie Mar,1569450333312553
Lane Stone,179782228734167
Larry Hogan,907931509251615
Larry Potash,86733523405
Larry Seward KHOU,298456480178974
Larry Yellen Fox 32 Chicago,333372190123948
Laura Behnke,137710766254575
Laura Benanti,257428099225
Laura Betker,704618426315588
Laura Borchers,411761408844535
Laura Evans DC,159637007521943
Laura Garcia Cannon,427583733952709
Laura Podesta ABC 7,228462367298036
Laural Porter (KGW-TV),118992044854967
Lauren De Marco FOX 5 DC,500641736644382
Lauren Fluker,626228654097502
Lauren Gilger,228033887352016
Lauren Glassberg,204346402970691
Lauren Jones WAFF 48 Meteorologist,258834240843287
Lauren Petty,283080641745660
Lauren Scala,206887109343994
Lauren Simonetti,264807616889618
Lauren Whitney,138393699559905
Lauren Young,238559769498040
Lawrence Zarian,107147905988048
"Layron Livingston WPLG, Local 10",191082897710968
Leah Hope ABC7,341258799320422
Leanne Suter,682889605113468
Lee Goldberg,311624215690792
Lee Marshall,121189304579336
Lee Thomas TV,529476650562617
Leeza Gibbons,95934828589
Leigh Brock,189466227739999
Len Kiese WFTV,208930399214823
Lena Taylor,179247678753724
Leo Stallworth,593190237462950
Leon Harris,127915147306265
Lesli Foster,119200096281
Leslie Sykes,798665116858282
Lester Holt,441662112655446
Leticia Juarez,1518327748422788
Lewis Howes,131641633558365
Leyna Nguyen,66148367151
Liam Dutton,151667227840
Liberté Chan - KTLA 5,439254336119520
Lights Camera Jackson,483521130164
Lily Jang KHOU,288511384536017
Lin Sue Cooney,127355250693183
Linda Stouffer,1699424380292051
Linda Williams Fox 10,434405933294191
Linda Yu ABC7,188474681276189
Lindsay Cohen,169445376425116
Lindsay Logue,219231378105487
Lindsay Shively,576681219037556
Lindsay Tuman WRDW,322007927952136
Lindsey Branwall CBS58,565431173525017
Lindsey Day Fitness,494491420623988
Lindsey Henry FOX 26,1210703375609170
Lindsey Ward WSLS,240113566085261
Linh Bui,145741258831199
Linzi Sheldon,775250535828722
"Lis Wiehl, Fox News Legal Analyst and Author",187442562905
Lisa Benson,354765477987555
Lisa Breckenridge,1690354727860512
Lisa Chavarria Fox 32 Chicago,138859992969546
Lisa Evers,146100035418321
Lisa Hart,282266181877417
Lisa Hernandez KHOU,215341721861433
Lisa Rantala,319222444831871
Lisa Robertson,371337499698822
Lisa Spooner,252927171486865
Lisa Teachman,1405965846306865
Lisa Weismann Live 5,369754846426097
Liz Adeola,568566293169427
Liz Claman,131525236916137
Liz Dueweke,221927744508279
Liz Foster,296866477043273
Liz Palka TV,153597044740647
Liz Quirantes,371798596231281
Liz Reyes WVUE,1416862995241479
Local 4 Karen Drew,113337845367554
Logan Sherrill,544154945693809
Lois Capps,168989481141
Lonnie Quinn TV,157792574597914
Lori Corbin,327383350770095
Lori Matsukawa,377339795672240
Lori Stokes,111055768917701
Lori Wilson - WISH,488976537845759
Lou Canellis Fox 32 Chicago,152691394747782
Louis Aguirre,238281592922750
Lourdes Duarte,163945686955287
Lu Ann Stoia,372151642851355
Lucy Yang,1036437016383039
Lynda Carter,149324295078130
Lynette Romero,1632846226926955
Mackenzie Bart,1436400323289871
Maddie Gardner,205413056148203
Magdalena Doris,580316721990798
Magee Hickey,234472229907174
Maggie Dinizio WZDX News,774045072644821
Maggie O'Mara,188213194555290
Maggie Vespa KGW,856305664397827
"Maggie Wade, WLBT",172772012757622
Malary Pullen WJTV,369399893107252
Malika Dudley,131132136922057
Malini Basu FOX25,375076462505944
Mallory Moore,357649844344617
Mandi Woodruff,1560241430880922
Manny The Movie Guy,59873654438
Marc Brown,655254511261483
Marc Clarke,319864749589
Marc Cota-Robles,670956749654543
Marc Martinez Fox 10,100508780129293
Marcus Leshock,142703809263131
Margot Kim abc30 Action News,106760496059512
Mari Cockerell,187465074624312
Maria Bartiromo,710897012254171
Maria Durant,252958358115672
Maria Guerrero,431255513683905
Maria LaRosa,110572388978042
Maria Quiban,112864185466249
Maria Sansone,90774106480
Maria Santana,229390900488516
Marianne Lyles,112459568789036
Marianne Williamson,207697880579
Marilyn McKenna,219839438177279
Marina Marraco,270257329978
Marion Brooks,183246321718011
Mark Arum WSB,129579627096032
Mark Baden,891894517571429
Mark Chapin | Austin's Weatherman,321313324378
Mark Davenport,194556867244560
Mark Elliot,144483822249933
Mark Giangreco ABC7,207451946062940
Mark Joyella,412987008759842
Mark Kriski KTLA,119028781530054
Mark Nelsen,213382442022852
Mark Ockerbloom FOX 25,219048231443098
Mark Scirto KLTV,166544020081407
Mark Steines,248499101834314
Mark Strehl Fox 32 Chicago,526097457449590
Mark Taylor WSOC TV Traffic,297297993773109
Mark Wright,165836276808345
Markette Sheppard,414520338585984
MarkSuppelsa,54392031838
Marla Tellez,170168949710456
Marshall McPeek,104135636295678
Martha for Congress,261905573829766
Martha MacCallum,366969367093
Martha Spencer,847797911910079
Martha Sugalski,129457630401927
Martie Salt WFTV,1376953869212806
Marty Coniglio,139454129437552
Marvin Hurst - KENS 5,222338731135492
Mary Calvi,243446402472486
Mary Conway,196005393757887
Mary Jo Kilroy,13053013750
Mary King,327160017346084
Mary Lee,136479136362814
Mary Loos KATU,122717364589174
Mary Murphy Mystery,1386551514902988
Mary Nam KOMO,155376231175366
Mary Wasson,163716643988
MaryEllen Pann FOX43,65335846234
Matt Ackland FOX 5 DC,549132691776788
Matt Barnes,102515366469415
Matt Brode,394929937222757
Matt Ernst,145180218839104
Matt Kibbe,103355973074163
Matt O'Donnell,92168272835
Matt Pearl 11Alive,264725416915212
Matt Walsh,570092813023833
Matt Zaffino,122112681222210
Matthew East,115746831790390
Maureen Kocot,65245232007
Maureen Umeh FOX 5 DC,212155008928557
Maurielle Lue Fox 2 News,173623886069327
Max Foster,141148405925536
Mayor Andrew J. Ginther,192591191091905
Mayor Bill de Blasio,22085921165
Mayor Bowser,125270034173108
Mayor Mike Duggan,240561379438218
Mayor Tom Barrett,470378949649313
McKinzie,250216425110826
Meg Gatto WVUE,1562163750733018
Megan Dice,1400328260187941
Megan Henderson,117115078306078
Meghan Mongillo,103939006322506
Melanie Alnwick FOX 5 DC,142176909276985
Melanie Christopher WJTV,211069415579191
Melanie Hastings,717863504935190
Melinda Davenport,284691565676
Melinda Spaulding Anchor Fox 26 Houston,223935844356778
Melissa Gaona,371100829648354
Melissa Harris,169038026627522
Melissa MacBride,1424770211145200
Melissa Mollet,192083800826337
Melissa Rycroft,77334399821
Melissa Wilson FOX 26,276847902378662
Melody Gonzales,1574490369484680
Melody Mendez TV,139573749489333
Meredith Garofalo,253225601379608
Meredith Land NBC5,379026492157522
Meteorologist  Matt DiPirro 7News,204801222916857
Meteorologist A.J. Burnett,201942976559058
Meteorologist Allison Croghan,404035376306036
Meteorologist Allyson Rae,199990143357477
Meteorologist Andrew Phillips,195764883807862
Meteorologist Arielle Nixon,390070321053589
Meteorologist Ashley Baylor,109282332509761
Meteorologist Aubrey Urbanowicz,157183400983806
Meteorologist Brad Maushart,1407392772813795
Meteorologist Brett Collar WHIO TV,641819169286779
Meteorologist Brittany Bell,377729648934779
Meteorologist Brittney Bryant,152131054990403
Meteorologist Brittney Merlot,1739534062943831
Meteorologist Bryan Schuerman,210160109050089
Meteorologist Catherine Bodak,450669478309643
Meteorologist Chelsea Ingram,138477126324024
Meteorologist Chris Edwards,238013702911893
Meteorologist Chris Franklin,420500314706553
Meteorologist Chris Simmons,690966551001476
Meteorologist Chris Still,111458825590275
Meteorologist Christine Rapp,603972742947057
Meteorologist Clayton Stiver,271995882925607
Meteorologist Cody Matz FOX 9 KMSP,607139565972607
Meteorologist Colin Hackman,191518640889991
Meteorologist Conley Isom NC25,947360702025364
Meteorologist Damon Lane,1448813218752632
Meteorologist Danielle Niles,117029331682620
Meteorologist Dave Skutnik,123760851002205
Meteorologist Eddie Sheerr,626797904018911
Meteorologist Gil Simmons,122870377762054
Meteorologist Greg Bobos,122991967839131
Meteorologist Haley Webb,213139225374374
Meteorologist Hally Vogel,296975016981225
Meteorologist Heather Brinkmann,507718805970102
Meteorologist Heather Sophia,329505017187314
Meteorologist Janna Brown,519311084781151
Meteorologist Jason Dunning,172664589458991
Meteorologist Jesse Gunkel,249294415118883
Meteorologist Jesse Vinturella,123488897751091
Meteorologist Joe Moravsky,111360072300984
Meteorologist Jonathan Gonzalez,151349458283917
Meteorologist Josh Cingranelli,803941556338506
Meteorologist Josh Eachus,426032650747603
Meteorologist Josh Knight,1412285105656569
Meteorologist Justin Logan,199211996806643
Meteorologist Justin Thompson-Gee,129878307064948
Meteorologist Katie Dupree,224027524389478
Meteorologist Katie Western,1494192737466909
Meteorologist Keenan Smith,1707692226117007
Meteorologist Keith Marler,162341280464782
Meteorologist Kira Miner,145919902174816
Meteorologist Kirstie Zontini WHIO TV,226782020823652
Meteorologist Kyle Gravlin,354109361366744
Meteorologist Lauren Casey,168667789310
Meteorologist Lisa Vaughn Fox 26,601804873267351
Meteorologist Lyndsay Tapases,191454337572046
Meteorologist Mallory Brooke,183223538407325
Meteorologist Mario Gomez,232299553458465
Meteorologist Mark Rowlett - KTXS,205240469487937
Meteorologist Matt Mahler,134598383300872
Meteorologist McCall Vrydaghs,404318212962737
Meteorologist Michelle Bogowith,366073423467342
Meteorologist Mike Favetta,276455377661
Meteorologist Molly Cochran,160376617645854
Meteorologist Rachel Frank,201609703217177
Meteorologist Rhonda A. Lee,126610990753476
Meteorologist Ryan Coyle,116139481792314
Meteorologist Ryan Davidson,134445149905548
Meteorologist Ryan Wichman,469963719701018
Meteorologist Shelby Hays,347485982009626
Meteorologist Spencer Denton,142168452524990
Meteorologist Steve Frazier FOX 9 KMSP,252450081552919
Meteorologist Ted Phaeton,331781020257671
Meteorologist Terran Kirksey,199807093384960
Meteorologist Tim Buckley,184607858241580
Meteorologist Tim Pandajis,158756774155299
Meteorologist Timothy Ballisty,1494184470867030
Meteorologist Tyler Mauldin,230686277006361
Meteorologist Yasser Kishk,123395071165834
Mia Gradney KHOU,242341039201948
Michael Gargiulo,256320124420297
Michael Kelly - Journalist,458141120870903
Michael Reagan,119719948068363
Michaela Pereira,264295140264631
Michel Wright,800282350034089
Michele Bachmann,162625492360
Michelle Charlesworth,1553865988165446
Michelle Gallardo ABC7,336366793145860
Michelle Ludtka,181146105252385
Michelle Marsh,159614997494358
Michelle Merhar FOX 26 Traffic Authority,143393465680555
Michelle Millman,266121413399823
Michelle Relerford,291519427552217
Michelle Stark,151225141575458
Michelle Tuzee,303397389863868
Michelle Wright WTAE,1519018051719615
Mike Augustyniak,112052018889612
Mike Benner - KGW,1619193851677747
Mike Bettes,249767823442
Mike Bouchard,155888077855
Mike Buresh,214139368677810
Mike Campbell-WHIO-TV,256806444343654
"Mike Caplan, Meteorologist at Fox 32",1608277092736124
Mike Clark WTAE,772829936141434
Mike Coleman,124523964245649
Mike Colombo,417470161615908
Mike Davis,58584815810
Mike Duffey,124473757838
Mike Flannery Fox 32 Chicago,126682904196693
Mike Galanos HLN,145679258794133
Mike Hydeck,123056937752044
Mike Inouye,60989440165
Mike Janssen,106470576398440
Mike Jerrick FOX 29,204202796276536
Mike Masco,106434319403374
Mike McCarthy,370802562932704
Mike Seidel,251522555813
Mike Skow - KEZI,1419940758286649
Mike Thomas Fox 5,805638052800875
Mindy Drayer,119927151354025
Miranda Leah,271825542942086
Miriam Hernandez,283074108542071
Misty Jordan,137818046282388
Mitch Albom,12835467569
Mitch Weber,119378119879
Mojo In The Morning,6448603156
Molly Shen KOMO,184318318250157
Monica Day,413569348836074
Monica Morales,116366741719947
Monica Morales,116366741719947
Monika Samtani,188253201211008
Monique Ming Laven,1448001902123598
Mr. G,537067766365337
Murray Feldman News,1070476919631069
My Caregiving Coach,144454278334
"Nancy Alvarez, WFTV",206856219343715
Nancy O'Dell,124549757720
Nancy Parker WVUE,381703708646789
Natali Marmion KATU,449113731812395
Natalie Bomke,330509763656163
Natalie Brunell,573408119393681
Natalie Jovonovich WHIO,631355926885098
Natalie Martinez,166929659999250
Natalie Tejeda,136999503005189
Natasha Barrett,204674976229232
Natasha Geigel,465957913428964
Natasha Robin WVUE,1576726805907372
Natay Holmes,509300955895420
Nate Griffin Fox 26,1655814264665394
Nate Wimberly WBTV,912811982077106
Nathan Baca,135263663231951
Nathan Deal,166253651524
NBC4 Responds,182011258480305
NC5_MatthewTorres,784938171543925
NC5_SophieNielsen-Kolding,306061262818174
Neal Karlinsky,155596057863888
Neale Donald Walsch,40638047343
Neima Abdulahi 11Alive News,327217134080884
Nelly Carreno NECN Meteorologist,104349932971399
Nick Allard KIRO 7,121930187891429
Nick Bohr WISN 12,1018677161484507
Nick Ciletti,231991830177265
Nick Kosir FOX 46,1464855587080946
Nick McGurk,220602254657804
Nick Ortego Wdam,248986835123178
Nick Walker,279768707834
Nicole Brodeur,162174717237303
Nicole Dabeau,174309722588457
Nicole Darin,10150094418975287
Nicondra Norwood WVUE,359663260739890
Nikki Burdine - WUSA 9,235669433144802
Nikki Haley,109521013225
Nikki Krize WNEP,164085777029196
Nima Shaffe,116184945243762
Nina Blackwood,163074243760174
Nina Mehlhaf,907309029345804
NJ Burkett,1592924470936088
Nohelani Graf,209370955885455
NPRMichel,231578663541144
Nydia Han,110957983507
Officer Tommy M Norman,1158596744220351
Ohio Attorney General,46398528876
Ojinika Obiekwe,890235777735861
Olessa Stepanova,221595149066
Oliver North,216940628328775
Olivia Fecteau,1722741861296154
Olivia Mancino WINK News,1781466038759036
Out and About in Westerville with Kathy Cocuzzi,211582781929
Pam Cook KTVU,516557245035451
Pamela Escobar,185257154989328
Paris Jackson TV News,196001120414432
Pat  Muse,199294730117494
Pat Battle,264662883577961
Pat Collins,311870098863623
Pat Dooris (KGW-TV),315602675198040
Pat Tomasulo,117222070378
Patranya Bhoolsuwan,130838470312625
Patrick Bigbie WDAM,719291004882782
Paul Gessler,182941378422038
Paul Goodloe,274986538640
Paul Meincke ABC7,474532639260626
Paul Mireles - KENS 5,206355446048297
Paul Wagner FOX 5 DC,263728253760352
Paula Span,132958910060838
Peggy Bunker,1079485892075077
Pei-Sze Cheng,172975662793337
Pete Christy KCBD,533685376762092
Pete Delkus,121420087932948
"Pete Ferryman, Anchor",216530571707095
Pete Suratos- TV Reporter,528041073928263
Peter Busch,172942906158717
Peter Van Sant,192926337398869
Phil Kelly,428785893909666
Phil Keoghan,182810645084635
Phil Lipof,802845313141599
Phil Schwarz ABC7,328192337281819
Phillip Palmer,783059815058818
Pooja Lodhia - Reporter,148670895197971
Q McCray ABC 7 News/News Channel 8,1677074322525859
QuincyHarris,875588609162604
Rachel Karcz  My NBC5,274368179432440
Rachel McCrary,704662012929396
Rachel Pierce,420046101467317
Rachel Smith FOX5,1204796399563350
Rachel Spangenthal,159842840745351
Racquel Asa WFTV,395702950560803
Radio Rose,1467777470107507
Raj Mathai,203206913055203
"Ram Dass, Love Serve Remember",129480070417400
Ramona Holloway,118998364782473
Randi Rico WLWT,133759729996425
Randy Price,212846312075044
Randy Shaver,185182574852131
Randy Wallace FOX 26,219763541444392
Raoul Martinez Fox 5 San Diego,204841476306593
Raphael Miranda,143520195713414
Rashi Vats FOX 26,1412789925606762
Ravi Baichwal ABC7,489381497763748
Ray Cortopassi,192204082087
Ray Stagich,469775375789
Rebecca Jeffrey,188491051285812
Rebecca Solomon,764044937051470
Reggie Aqui,75509364009
Rekha Muddaraj KHOU,311891268863582
Reneé LaSalle,1629171477350890
Rep. David Schweikert,150338151681908
Rep. Jonathan Brostoff,714372215336532
Rep. Steve Stivers,116058275133542
Representative Matt Salmon,194555843919304
Rhiannon Ally,361621197189290
Rhonda Moore,298250493564204
Rhonda Shelby KATU,208316502527949
Rhonda Walker,213121052054771
Rich Segal-Spectrum News Weather,182361985177894
Richard Deitsch,134803396580718
Richard Jordan,229703143804873
Richard Roeper Fox 32 Chicago,67940108300
Richard Saenz Fox 10,132271346938369
Richard Schlesinger CBS News,107667955990693
Rick D'Amico,468990086444358
Rick Reitzel,114969018533157
Rick Steves,45052217744
Rishi Barran TV,182492121800751
Rita Cosby,102147646498289
Rita Garcia FOX 26,135729663254889
Rob Duns,192542820796943
Rob Elgas,142239679134633
Rob Fukuzaki,520384664730050
Rob Hayes,647937905303486
Rob Johnston,675873499122464
Rob Krieger WVUE,1631823550381488
Rob Little,9469417121
Rob Masson WVUE,259530200920671
Rob Mayeda NBC Bay Area,173319986056127
Rob McMillan,342534599245083
Rob Munoz,589889987797479
Rob Nelson,803384039688769
Rob Wells,774161142594703
Rob Wolchek,211583138876503
Robert Feder,175146445841142
Robert H. Jordan Jr.,375078515928965
Robert Van Winkle,150314238363714
"Robin Kanady, FOX 46",708476045830704
Robin Meade,616694598359883
Robin Murdoch Fox 2,1418642068369269
Robin Schwartz,158142940899916
Robyn Haines,254981711249240
Roe Conn,124388287657
Ron Claiborne,222143264513612
Ron Hoon Fox 10,114701845377835
Ron Magers ABC7,496741103715731
Ron Rosseau,191526360885623
Ron Savage,431953323519514
Ron Trevino KHOU,129476933802532
Ronica Cleary,162548067189223
Roseanne Tellez,151931265167851
Ross Jones Investigates,348563221867194
Roxanne Stein,236767809717751
Roz Varon ABC7,554586417892956
Rucks Russell KHOU,228631853826348
Russ Feingold,9421528214
Russ Lewis KHOU,171707756223002
Russ Ptacek,376524259051092
Russell Kinsaul KMOV,302212133148178
Ryan Houston WCPO,1221936597841951
Ryan Leckey,147043149606
Ryan Nobles,192017807493837
"Ryan Vaughan, Region 8 StormTEAM",198991303456908
Sabrina Hall,179479626852
Sabrina Wilson,1593050014304492
Sade Baderinwa,1517449121831735
Sally MacDonald FOX 26,234330926648778
Sally Severson,423845697712249
Sally Wiggin WTAE,115050621842414
Sam Argier,272616728905
Sam Champion,1141339582558342
Sam Ford7,584465768321043
Sam Rubin,165057593558843
Samantha Cortese,101246973365903
Samantha Davies NBC5,118504254897439
Samantha Ptashkin,152201408145314
Samantha Roberts,166033330093253
Samantha Singer,1393641614189707
Sammi Jo Francis,178635365538147
Samuel Burke CNN,180918758604343
Sandra Bookman,1506953172914464
Sandra Endo,443687719172235
Sandra Lee,58264498706
Sandra Mitchell,662300147131454
Sandy Kenyon,166671937024
Sara Gore,143032059063945
Sarah Arbogast KDKA,305203292844601
Sarah Batista,372453669495802
Sarah Bloom NBC12,140521775977692
Sarah Buynovsky WNEP,1760647637492446
Sarah Forgany - KENS 5,169308229809595
Sarah Fortner,444377755575242
Sarah Schulte ABC7,131086600394344
Sarah Simmons FOX 5 DC,450844218303794
Sarah Wroblewski,283174148491
Sarah-Blake Morgan WBTV,329065623805155
Scarlett Fakhar,412840392255292
Scott Budman,230421145029
Scott Conant,117098158328132
Scott Noll KHOU,395448860494649
Shannon Murphy (Mojo In The Morning),161601070521135
Sherry Margolis,100865443341431
Sherry Williams KHOU,239596186067767
Stephanie Chuang,189383104414761
Stephanie Hockridge,277065524267
Stephen Stock • Investigative Reporter,147547805294455
Susan Casper ABC15,111155575578436
Suzanne Malveaux CNN,120182224719995
Tamala Edwards,112686714322
Tamsen Fadal,41593648878
Taryn Asher Fox 2,179830638721815
Terry Foster,106098896079865
The Champagne Diet by Cara Alwill Leyba,73348359265
Tommy Tran Abc30 Action News,199638683384856
Vicky Nguyen,120681771344158
Walter Perez,86789005938
Wendi Redman,118169348207624
YettaGibson,272053499665010
Zain Asher,550140278341283
