name	id	category  url
Brent Bozell	34521916336	News Personality	http://facebook.com/34521916336
Joe Arpaio	108536052520558	Government Official	http://facebook.com/108536052520558
Dana Perino	125200204167114	Public Figure	http://facebook.com/125200204167114
John Stossel	46675576620	Journalist	http://facebook.com/46675576620
Varney & Co.	118046684895441	News Personality	http://facebook.com/118046684895441
Dr. Lucy Jones	21665105761	Public Figure	http://facebook.com/21665105761
Meteorologist Jason Dunning	172664589458991	News Personality	http://facebook.com/172664589458991
Alex Guarnaschelli	154163310815	Chef	http://facebook.com/154163310815
Eric Bolling	78612416276	Public Figure	http://facebook.com/78612416276
Trey Gowdy	143059759084016	Government Official	http://facebook.com/143059759084016
Greg Gutfeld	280621698709756	News Personality	http://facebook.com/280621698709756
Steve Doocy	24528231796	Public Figure	http://facebook.com/24528231796
Emeril Lagasse	61653507898	Public Figure	http://facebook.com/61653507898
Mario Batali	138973353324	Public Figure	http://facebook.com/138973353324
Chef Rick Bayless	288706674827	Public Figure	http://facebook.com/288706674827
Congressman Darrell E. Issa	131352838109	Politician	http://facebook.com/131352838109
Neal Karlinsky	155596057863888	Journalist	http://facebook.com/155596057863888
Clark Howard	29616434571	News Personality	http://facebook.com/29616434571
Gary Horcher	878945468801391	News Personality	http://facebook.com/878945468801391
Graham Johnson	656156001128632	Journalist	http://facebook.com/656156001128632
Essex Porter	506978609402712	Journalist	http://facebook.com/506978609402712
Maria Guerrero	431255513683905	Journalist	http://facebook.com/431255513683905
Chris Legeros	750426961674626	News Personality	http://facebook.com/750426961674626
Deborah Horne	526696717457856	News Personality	http://facebook.com/526696717457856
Monique Ming Laven	1448001902123598	Journalist	http://facebook.com/1448001902123598
David Ham	536569623132590	News Personality	http://facebook.com/536569623132590
Chris Francis	320395768115008	News Personality	http://facebook.com/320395768115008
Jon Scott	81605107126	Public Figure	http://facebook.com/81605107126
Terry Griffin KIRO 7	574559259332388	Journalist	http://facebook.com/574559259332388
Linzi Sheldon	775250535828722	News Personality	http://facebook.com/775250535828722
Alison Grande	244106802444490	News Personality	http://facebook.com/244106802444490
Associated Press	109042952456316	Author	http://facebook.com/109042952456316
Jason Simpson	252806854743736	News Personality	http://facebook.com/252806854743736
Matt Ernst	145180218839104	News Personality	http://facebook.com/145180218839104
FOX23 Chief Meteorologist James Aydelott	108712452487793	News Personality	http://facebook.com/108712452487793
Rob Munoz	589889987797479	News Personality	http://facebook.com/589889987797479
Martha Sugalski	129457630401927	Journalist	http://facebook.com/129457630401927
Ezra Klein	232843448409	News Personality	http://facebook.com/232843448409
Chris Allen	168976886528	News Personality	http://facebook.com/168976886528
Jeff Dubois	1467338496844761	News Personality	http://facebook.com/1467338496844761
Joanna Small	508796945906535	Journalist	http://facebook.com/508796945906535
Kait Parker	192592867421217	Scientist	http://facebook.com/192592867421217
Chris Dunn Weather	301009129943105	News Personality	http://facebook.com/301009129943105
Janice Dean	19403575746	Public Figure	http://facebook.com/19403575746
Meteorologist Aubrey Urbanowicz	157183400983806	News Personality	http://facebook.com/157183400983806
Shelly Slater	198446886855206	News Personality	http://facebook.com/198446886855206
Pete Delkus	121420087932948	News Personality	http://facebook.com/121420087932948
Keith Carson	437988222960590	News Personality	http://facebook.com/437988222960590
Danielle Banks	188123847901726	Public Figure	http://facebook.com/188123847901726
Maria LaRosa	110572388978042	News Personality	http://facebook.com/110572388978042
Jen Carfagno	305254869568	News Personality	http://facebook.com/305254869568
Kelly Cass	180862429389	News Personality	http://facebook.com/180862429389
Stephanie Abrams	125943279594	News Personality	http://facebook.com/125943279594
Alexandra Wilson	445478968828842	News Personality	http://facebook.com/445478968828842
Paul Goodloe	274986538640	News Personality	http://facebook.com/274986538640
Ray Stagich	469775375789	Public Figure	http://facebook.com/469775375789
Carl Parker	252883164567	Public Figure	http://facebook.com/252883164567
Kim Cunningham	439592965723	Public Figure	http://facebook.com/439592965723
Alex Wallace	259322238268	Public Figure	http://facebook.com/259322238268
Nick Walker	279768707834	News Personality	http://facebook.com/279768707834
Mark Elliot	144483822249933	Public Figure	http://facebook.com/144483822249933
Barbie Bassett WLBT	110941452293389	Public Figure	http://facebook.com/110941452293389
Teren Photography	244098232362347	Photographer	http://facebook.com/244098232362347
Lisa Spooner	252927171486865	News Personality	http://facebook.com/252927171486865
Elliot Abrams Fan Page	129327220459771	News Personality	http://facebook.com/129327220459771
Steve McCauley	301993833155903	News Personality	http://facebook.com/301993833155903
Byron Morton KOAT	298799200138461	News Personality	http://facebook.com/298799200138461
Carrie Duncan WLOX Meteorologist	200174206698969	News Personality	http://facebook.com/200174206698969
Ron Jackson	259316084087258	News Personality	http://facebook.com/259316084087258
Meteorologist Kira Miner	145919902174816	News Personality	http://facebook.com/145919902174816
Keli Rabon	200114356770777	Journalist	http://facebook.com/200114356770777
Oskar the Blind Cat (Official)	313438392018838	Public Figure	http://facebook.com/313438392018838
Kristen VanDyke	230662980327616	News Personality	http://facebook.com/230662980327616
Meteorologist Lauren Casey	168667789310	News Personality	http://facebook.com/168667789310
Ginger Zee	99902068636	News Personality	http://facebook.com/99902068636
Anne Imanuel	157825207562830	News Personality	http://facebook.com/157825207562830
Mark Scirto KLTV	166544020081407	News Personality	http://facebook.com/166544020081407
Amy Clancy	112493458858673	Journalist	http://facebook.com/112493458858673
Jennifer Kielman	261758550510121	News Personality	http://facebook.com/261758550510121
Shannon McConathy	151557128256239	Journalist	http://facebook.com/151557128256239
WPXI Marlisa Goldsmith	110430399054360	Journalist	http://facebook.com/110430399054360
Alyssa Orange	257164827628244	Journalist	http://facebook.com/257164827628244
Meteorologist Mark Rowlett - KTXS	205240469487937	Scientist	http://facebook.com/205240469487937
Mike Skow - KTXS	151812004884460	Journalist	http://facebook.com/151812004884460
Mari Cockerell	187465074624312	Journalist	http://facebook.com/187465074624312
Wayne McCormick - KTXS	159553610764533	Journalist	http://facebook.com/159553610764533
Leah Mazzarelli	139225212828791	Journalist	http://facebook.com/139225212828791
Lindsay Logue	219231378105487	Journalist	http://facebook.com/219231378105487
Danner Evans - WSET	196789273715433	News Personality	http://facebook.com/196789273715433
Chris Egert	235413546862	Journalist	http://facebook.com/235413546862
Marisa Mendelson - Actress	285263241140	Public Figure	http://facebook.com/285263241140
Michelle Millman	266121413399823	Journalist	http://facebook.com/266121413399823
Jose Diaz-Balart	150351988337871	Public Figure	http://facebook.com/150351988337871
Phil Keoghan	182810645084635	Public Figure	http://facebook.com/182810645084635
Scott Pelley	117234005025332	Journalist	http://facebook.com/117234005025332
Foodgasmguy	107607952614084	Author	http://facebook.com/107607952614084
Ben Huh	189760752109	Public Figure	http://facebook.com/189760752109
Julie Francavilla	235414551817	Journalist	http://facebook.com/235414551817
Mark Kriski KTLA	119028781530054	News Personality	http://facebook.com/119028781530054
Gerri Willis	117857438228132	Journalist	http://facebook.com/117857438228132
Amelia Rose Earhart	158131920879331	Public Figure	http://facebook.com/158131920879331
WRAL Nate Johnson	268631906153	Scientist	http://facebook.com/268631906153
Kathi Goertzen KOMO	177961572245148	Journalist	http://facebook.com/177961572245148
Mark Chapin | Austin's Weatherman	321313324378	Scientist	http://facebook.com/321313324378
Malika Dudley	131132136922057	Public Figure	http://facebook.com/131132136922057
Tommy Gene Harlow	131169843577293	Public Figure	http://facebook.com/131169843577293
George Levesque - KTXS	130814310324148	Journalist	http://facebook.com/130814310324148
Nelly Carreno NECN Meteorologist	104349932971399	Journalist	http://facebook.com/104349932971399
Nancy Alvarez, WFTV	206856219343715	News Personality	http://facebook.com/206856219343715
Aaron Brackett	169056606481397	Public Figure	http://facebook.com/169056606481397
WQAD Eric Sorensen	207039489316178	News Personality	http://facebook.com/207039489316178
John Patrick	220565714625346	News Personality	http://facebook.com/220565714625346
Bob Bartlett	171844669532269	Journalist	http://facebook.com/171844669532269
Anchor Eric Weisfeld	154463907926286	Public Figure	http://facebook.com/154463907926286
Meteorologist Allyson Rae	199990143357477	News Personality	http://facebook.com/199990143357477
Sam Nichols	211609055522686	News Personality	http://facebook.com/211609055522686
Stacey Deffenbaugh	200178653338641	Journalist	http://facebook.com/200178653338641
Lane Stone	179782228734167	Journalist	http://facebook.com/179782228734167
Kate Bilo	174249719295238	News Personality	http://facebook.com/174249719295238
John Nolan	209814439031821	Journalist	http://facebook.com/209814439031821
Jessica Reyes FOX25	811856872255667	Journalist	http://facebook.com/811856872255667
Ron Rosseau	191526360885623	Journalist	http://facebook.com/191526360885623
Steve Stucker, New Mexico Weatherman	154784864553644	Public Figure	http://facebook.com/154784864553644
Sam Argier	272616728905	News Personality	http://facebook.com/272616728905
Andrew Zimmern	179877846431	Public Figure	http://facebook.com/179877846431
Nancy O'Dell	124549757720	Journalist	http://facebook.com/124549757720
Robert Van Winkle	150314238363714	News Personality	http://facebook.com/150314238363714
Kim Fischer	394120370086	Journalist	http://facebook.com/394120370086
Ainsley Earhardt	74395786374	Public Figure	http://facebook.com/74395786374
Shepard Smith	131010790489	Public Figure	http://facebook.com/131010790489
Jim Cantore	252062638385	News Personality	http://facebook.com/252062638385
Mike Seidel	251522555813	Public Figure	http://facebook.com/251522555813
Meteorologist Jessica Ryan	171250059587703	Public Figure	http://facebook.com/171250059587703
Judge Andrew Napolitano	207770190801	News Personality	http://facebook.com/207770190801
Cliff Mass	42550107827	Public Figure	http://facebook.com/42550107827
James Spann	65676345841	Public Figure	http://facebook.com/65676345841
Crystal Egger	152813984736352	News Personality	http://facebook.com/152813984736352
Bryan Norcross	141768219194535	Public Figure	http://facebook.com/141768219194535
Dr. Greg Forbes	274894418200	News Personality	http://facebook.com/274894418200
Steve Eagar	123019291204408	Journalist	http://facebook.com/123019291204408
Tom Skilling	87625716759	Public Figure	http://facebook.com/87625716759
The Texanist	68800479194	Public Figure	http://facebook.com/68800479194
KSLA StormTracker 12 Weather Team	56904251684	News Personality	http://facebook.com/56904251684
Dan Lewis News	184022024942952	Journalist	http://facebook.com/184022024942952
Shannon O'Donnell KOMO	174655965888526	Public Figure	http://facebook.com/174655965888526
Kelly Koopmans KOMO	169164276548926	Journalist	http://facebook.com/169164276548926
Mary Nam KOMO	155376231175366	Public Figure	http://facebook.com/155376231175366
Molly Shen KOMO	184318318250157	Journalist	http://facebook.com/184318318250157
Theron Zahn	180364211988503	Public Figure	http://facebook.com/180364211988503
Eric Johnson KOMO	138262566235278	Public Figure	http://facebook.com/138262566235278
Steve McCarron KOMO	674063272729788	News Personality	http://facebook.com/674063272729788
Wild Northwest Beauty Photography	543334252366351	Photographer	http://facebook.com/543334252366351
Tim Lewis	144961398864493	Journalist	http://facebook.com/144961398864493
ABC7 Erin Hawksworth	739165906190088	News Personality	http://facebook.com/739165906190088
Mike Reiter	171101996246474	Journalist	http://facebook.com/171101996246474
Marina Marraco	270257329978	Public Figure	http://facebook.com/270257329978
Will Thomas	153991111423396	News Personality	http://facebook.com/153991111423396
Maureen Umeh FOX 5 DC	212155008928557	Journalist	http://facebook.com/212155008928557
Ariel Plasencia WITN	1470904299889047	Journalist	http://facebook.com/1470904299889047
Steve Chenevey FOX 5 DC	293733647354353	News Personality	http://facebook.com/293733647354353
Laura Evans DC	159637007521943	Public Figure	http://facebook.com/159637007521943
Lauren De Marco FOX 5 DC	500641736644382	Journalist	http://facebook.com/500641736644382
FOX 13's Scott Smith	340353136070025	Journalist	http://facebook.com/340353136070025
Wisdom Martin FOX 5 DC	208792349259059	News Personality	http://facebook.com/208792349259059
Sarah Simmons FOX 5 DC	450844218303794	News Personality	http://facebook.com/450844218303794
Mike Thomas Fox 5	805638052800875	News Personality	http://facebook.com/805638052800875
Holly Morris FOX 5 DC	530250447006164	News Personality	http://facebook.com/530250447006164
Tony Perkins FOX 5 DC	140988966062775	Journalist	http://facebook.com/140988966062775
Steve Cochran Show	195567597291430	Public Figure	http://facebook.com/195567597291430
Dottie Herman	538847239464281	Public Figure	http://facebook.com/538847239464281
The Savage Truth	190870517609983	Public Figure	http://facebook.com/190870517609983
Terry Savage	382031545174360	Public Figure	http://facebook.com/382031545174360
Lawrence Yun	132195306818293	Public Figure	http://facebook.com/132195306818293
Steve Repak's 6 Week Money Challenge	295744967141393	Author	http://facebook.com/295744967141393
Ellen DeGeneres	26012002239	Public Figure	http://facebook.com/26012002239
Brian Mininger	734352336644913	Entrepreneur	http://facebook.com/734352336644913
Mandi Woodruff	1560241430880922	Journalist	http://facebook.com/1560241430880922
Josh Flagg	106080275282	Public Figure	http://facebook.com/106080275282
Georgette Miller	381011068599437	Author	http://facebook.com/381011068599437
Armando Montelongo	59330303988	Public Figure	http://facebook.com/59330303988
Murat Soygeniş	135551889809477	Public Figure	http://facebook.com/135551889809477
Dahna Chandler—A Strategic Content Writer with a Journalism Background	245485185483102	Writer	http://facebook.com/245485185483102
John Waggoner, personal finance writer	300690533286278	Author	http://facebook.com/300690533286278
Erica Groshen	332274786892210	Public Figure	http://facebook.com/332274786892210
Melissa Harris	169038026627522	Journalist	http://facebook.com/169038026627522
Laurence Kotlikoff	103701229669321	Public Figure	http://facebook.com/103701229669321
Edward Luce	103113276396204	Journalist	http://facebook.com/103113276396204
Candace Evans	118863545470	News Personality	http://facebook.com/118863545470
Millennial Money Man	656395444470145	Blogger	http://facebook.com/656395444470145
Kerry Hannon	189892832348	Public Figure	http://facebook.com/189892832348
The Budgetnista	105314232838635	Public Figure	http://facebook.com/105314232838635
Clark Howard	29616434571	News Personality	http://facebook.com/29616434571
Lauren Young	238559769498040	Journalist	http://facebook.com/238559769498040
Jane Bryant Quinn	113253191634	Author	http://facebook.com/113253191634
Jean Chatzky	84145486565	Public Figure	http://facebook.com/84145486565
Farnoosh Torabi	372708786092940	Public Figure	http://facebook.com/372708786092940
David Bach	59000888437	Public Figure	http://facebook.com/59000888437
Grant Cardone	236959743562	Public Figure	http://facebook.com/236959743562
Jean Chatzky	84145486565	Public Figure	http://facebook.com/84145486565
Simple As That	170364062991292	Public Figure	http://facebook.com/170364062991292
Sarah Fortner	444377755575242	News Personality	http://facebook.com/444377755575242
Nick Walker	279768707834	News Personality	http://facebook.com/279768707834
Dion Lim	146674682074805	News Personality	http://facebook.com/146674682074805
WCCB TV's Morgan Fogarty	373963110785	News Personality	http://facebook.com/373963110785
Kelly Franson	112227918890913	Public Figure	http://facebook.com/112227918890913
Blair Miller FOX25	292438207475	News Personality	http://facebook.com/292438207475
Kait Parker	192592867421217	Scientist	http://facebook.com/192592867421217
Stephanie Abrams	125943279594	News Personality	http://facebook.com/125943279594
WBTV’s Maureen O’Boyle	130159617072026	Public Figure	http://facebook.com/130159617072026
Meteorologist Justin Logan	199211996806643	News Personality	http://facebook.com/199211996806643
Chris Justus, Meteorologist	394164827347547	News Personality	http://facebook.com/394164827347547
Lauren Jones WAFF 48 Meteorologist	258834240843287	Public Figure	http://facebook.com/258834240843287
Ryan Vaughan, Region 8 StormTEAM	198991303456908	News Personality	http://facebook.com/198991303456908
FOX 8 Emily Byrd	168359489862901	News Personality	http://facebook.com/168359489862901
Jen Carfagno	305254869568	News Personality	http://facebook.com/305254869568
Meteorologist Tim Buckley	184607858241580	News Personality	http://facebook.com/184607858241580
Grant Gilmore	165052927978	News Personality	http://facebook.com/165052927978
Thomas Davis	187812201411102	Athlete	http://facebook.com/187812201411102
Crystal Egger	152813984736352	News Personality	http://facebook.com/152813984736352
Jim Cantore	252062638385	News Personality	http://facebook.com/252062638385
Meteorologist Chris Simmons	690966551001476	Public Figure	http://facebook.com/690966551001476
Alexandra Wilson	445478968828842	News Personality	http://facebook.com/445478968828842
Kelly Cass	180862429389	News Personality	http://facebook.com/180862429389
Matthew East	115746831790390	News Personality	http://facebook.com/115746831790390
Julie Martin TV	133097610434	Public Figure	http://facebook.com/133097610434
Mike Seidel	251522555813	Public Figure	http://facebook.com/251522555813
Jason Simpson	252806854743736	News Personality	http://facebook.com/252806854743736
Mike Bettes	249767823442	News Personality	http://facebook.com/249767823442
Tom Niziol	155072104606155	News Personality	http://facebook.com/155072104606155
Mark Elliot	144483822249933	Public Figure	http://facebook.com/144483822249933
Paul Goodloe	274986538640	News Personality	http://facebook.com/274986538640
Dr. Greg Forbes	274894418200	News Personality	http://facebook.com/274894418200
Bryan Norcross	141768219194535	Public Figure	http://facebook.com/141768219194535
DeAngelo Williams	1438173719737752	Athlete	http://facebook.com/1438173719737752
Stu Ostro	278959564056	Public Figure	http://facebook.com/278959564056
Van Denton FOX8 WGHP TV	129607027072350	News Personality	http://facebook.com/129607027072350
Garrett Bedenbaugh	208005689314598	News Personality	http://facebook.com/208005689314598
Brad Travis WAFF 48 Meteorologist	116604938372683	Public Figure	http://facebook.com/116604938372683
Kelly Koopmans KOMO	169164276548926	Journalist	http://facebook.com/169164276548926
Richard Sherman	141949559213686	Athlete	http://facebook.com/141949559213686
Alison Grande	244106802444490	News Personality	http://facebook.com/244106802444490
Amy Clancy	112493458858673	Journalist	http://facebook.com/112493458858673
Russell Wilson	320665348016653	Athlete	http://facebook.com/320665348016653
Marshawn Lynch	47383317748	Athlete	http://facebook.com/47383317748
Pete Carroll	115373925165009	Public Figure	http://facebook.com/115373925165009
Dave Huddleston	73282863973	News Personality	http://facebook.com/73282863973
John Knicely KIRO 7	479395088793295	News Personality	http://facebook.com/479395088793295
Ellen Tailor	103537399703604	Public Figure	http://facebook.com/103537399703604
Steve Raible KIRO 7	1459079007648491	Journalist	http://facebook.com/1459079007648491
Monique Ming Laven	1448001902123598	Journalist	http://facebook.com/1448001902123598
Mark Arum WSB	129579627096032	News Personality	http://facebook.com/129579627096032
Alexis Smith	255064231299627	News Personality	http://facebook.com/255064231299627
Carol Sbarge	942330355824687	News Personality	http://facebook.com/942330355824687
Justin Farmer	114430595277727	Public Figure	http://facebook.com/114430595277727
Katie Walls	247829018565120	News Personality	http://facebook.com/247829018565120
Brad Nitz	1452217798387656	News Personality	http://facebook.com/1452217798387656
Linda Stouffer	1699424380292051	News Personality	http://facebook.com/1699424380292051
Fred Blankenship	105617246169759	Public Figure	http://facebook.com/105617246169759
Sophia Choi	149696075230243	Journalist	http://facebook.com/149696075230243
Wendy Corona	336371736465830	Journalist	http://facebook.com/336371736465830
Erin Coleman	213170342061691	Journalist	http://facebook.com/213170342061691
Michelle Millman	266121413399823	Journalist	http://facebook.com/266121413399823
Karen Minton	1444815025820758	News Personality	http://facebook.com/1444815025820758
Jovita Moore	80837488144	Journalist	http://facebook.com/80837488144
Craig Lucie	195597784904	Journalist	http://facebook.com/195597784904
Glenn Burns	233470906830181	News Personality	http://facebook.com/233470906830181
Gretchen Rubin	41949341743	Author	http://facebook.com/41949341743
Ellen DeGeneres	26012002239	Public Figure	http://facebook.com/26012002239
Paula Span	132958910060838	Author	http://facebook.com/132958910060838
Billie Jean King	14072474437	Athlete	http://facebook.com/14072474437
Fran Lane 101.9	187773751259701	Public Figure	http://facebook.com/187773751259701
KevinMD.com	89979724885	Public Figure	http://facebook.com/89979724885
Sam Sweeney	158898407648729	Journalist	http://facebook.com/158898407648729
ABC13-Deborah Wrigley	180835305266016	Journalist	http://facebook.com/180835305266016
Courtney Fischer	113953068704123	Journalist	http://facebook.com/113953068704123
George Giordano	572242666196061	Actor	http://facebook.com/572242666196061
Ming Chen Comic Book Men	734451749902105	Public Figure	http://facebook.com/734451749902105
ABC13-Tom Koch	615345071825611	Journalist	http://facebook.com/615345071825611
ABC13-David Nuno	577962968896719	Journalist	http://facebook.com/577962968896719
Harris County Sheriff's Office	225869087548	Government Official	http://facebook.com/225869087548
Saundra Weathers Reporter	107212896031723	News Personality	http://facebook.com/107212896031723
Katherine  Whaley	791254384258807	Journalist	http://facebook.com/791254384258807
Don Nelson	243386809044342	Journalist	http://facebook.com/243386809044342
ABC13-Patricia Lopez	177870648918855	Journalist	http://facebook.com/177870648918855
Casey Curry	181113458624104	News Personality	http://facebook.com/181113458624104
ABC13-Samica Knight	179686955403530	Journalist	http://facebook.com/179686955403530
ABC13-Melanie Lawson	193522977330330	Journalist	http://facebook.com/193522977330330
Tom Abrahams	101446779942624	Journalist	http://facebook.com/101446779942624
ABC13-Christine Dobbyn	149105561803589	Journalist	http://facebook.com/149105561803589
Pooja Lodhia - Reporter	148670895197971	Journalist	http://facebook.com/148670895197971
Sky Eye	1406603526243103	Journalist	http://facebook.com/1406603526243103
Jason Carr	165560210157548	Public Figure	http://facebook.com/165560210157548
Syleste Rodriguez Fox 10	1445883545648577	News Personality	http://facebook.com/1445883545648577
Fay Fredricks	199440356739571	Public Figure	http://facebook.com/199440356739571
Sara Gore	143032059063945	Public Figure	http://facebook.com/143032059063945
Kristi Nelson NBC5	266049956755030	Journalist	http://facebook.com/266049956755030
Travis Herzog	198940656887594	News Personality	http://facebook.com/198940656887594
John Donnelly FOX 26	317634238274293	News Personality	http://facebook.com/317634238274293
Lin Sue Cooney	127355250693183	Public Figure	http://facebook.com/127355250693183
Caribe Devine	322054301313333	Journalist	http://facebook.com/322054301313333
Sam Rubin	165057593558843	News Personality	http://facebook.com/165057593558843
Erin Myers	1624847814448140	Journalist	http://facebook.com/1624847814448140
Tram Mai	122190957871946	Journalist	http://facebook.com/122190957871946
Sade Baderinwa	1517449121831735	News Personality	http://facebook.com/1517449121831735
Lynette Romero	1632846226926955	Journalist	http://facebook.com/1632846226926955
Rob Nelson	803384039688769	Journalist	http://facebook.com/803384039688769
Meredith Land NBC5	379026492157522	Journalist	http://facebook.com/379026492157522
Kacey Montoya	149044251889382	Journalist	http://facebook.com/149044251889382
Betty Nguyen	29632351469	Journalist	http://facebook.com/29632351469
Christina Pascucci	333354813439875	News Personality	http://facebook.com/333354813439875
Sherry Williams KHOU	239596186067767	News Personality	http://facebook.com/239596186067767
Lori Stokes	111055768917701	Public Figure	http://facebook.com/111055768917701
Shiba Russell	285801691451310	Journalist	http://facebook.com/285801691451310
Rita Garcia FOX 26	135729663254889	News Personality	http://facebook.com/135729663254889
Ken Rosato	1527850414123180	News Personality	http://facebook.com/1527850414123180
Michelle Charlesworth	1553865988165446	Journalist	http://facebook.com/1553865988165446
ABC13-Mayra Moreno	811971338915056	Journalist	http://facebook.com/811971338915056
Diana Williams	604563753002744	News Personality	http://facebook.com/604563753002744
Monica Morales	116366741719947	Public Figure	http://facebook.com/116366741719947
Lee Goldberg	311624215690792	News Personality	http://facebook.com/311624215690792
Jacqui Jeras	1527541994177433	News Personality	http://facebook.com/1527541994177433
Steve Chenevey FOX 5 DC	293733647354353	News Personality	http://facebook.com/293733647354353
Bill Ritter	1478254085783659	News Personality	http://facebook.com/1478254085783659
Lauren Scala	206887109343994	News Personality	http://facebook.com/206887109343994
Brian Curtis NBC5	104632092933488	Public Figure	http://facebook.com/104632092933488
NJ Burkett	1592924470936088	Journalist	http://facebook.com/1592924470936088
Amanda Guerra	155045381271743	News Personality	http://facebook.com/155045381271743
ABC13-Ilona Carson	165282483508091	Journalist	http://facebook.com/165282483508091
Tracie Strahan	242810565775268	News Personality	http://facebook.com/242810565775268
ABC13-Gina Gaston	149855868396237	Journalist	http://facebook.com/149855868396237
Alison Starling	209086245783788	News Personality	http://facebook.com/209086245783788
Raphael Miranda	143520195713414	Public Figure	http://facebook.com/143520195713414
Kori Chambers	131497690306025	News Personality	http://facebook.com/131497690306025
Chris Cimino NBC	293363967362288	News Personality	http://facebook.com/293363967362288
Pat Battle	264662883577961	Journalist	http://facebook.com/264662883577961
Chris Stipes Journalist	261567780581027	News Personality	http://facebook.com/261567780581027
Gianna Caserta	480827678653442	News Personality	http://facebook.com/480827678653442
Melissa Wilson FOX 26	276847902378662	News Personality	http://facebook.com/276847902378662
Ted Oberg	220874244596467	Journalist	http://facebook.com/220874244596467
Lucy Yang	1036437016383039	News Personality	http://facebook.com/1036437016383039
Josh Einiger	366592183495525	Journalist	http://facebook.com/366592183495525
Jim Dolan	1538549673088484	News Personality	http://facebook.com/1538549673088484
ABC13-Kevin Quinn	136195649769157	Journalist	http://facebook.com/136195649769157
Tom Abrahams	101446779942624	Journalist	http://facebook.com/101446779942624
ABC13-Erik Barajas	170554399634675	Journalist	http://facebook.com/170554399634675
Art Rascon	102095653211961	Journalist	http://facebook.com/102095653211961
Pei-Sze Cheng	172975662793337	Journalist	http://facebook.com/172975662793337
Ida Siegal	1444318252482787	Journalist	http://facebook.com/1444318252482787
Kirstin Cole	722153461151164	Journalist	http://facebook.com/722153461151164
Natasha Barrett	204674976229232	Journalist	http://facebook.com/204674976229232
Craig Treadway	131879450236240	News Personality	http://facebook.com/131879450236240
Katie McCall	822020134494162	News Personality	http://facebook.com/822020134494162
Ryan Leckey	147043149606	Public Figure	http://facebook.com/147043149606
James Ford	125263363302	News Personality	http://facebook.com/125263363302
KPRC2 Anoushah Rasta	1501924336761321	Journalist	http://facebook.com/1501924336761321
Kaity Tong	125570244128993	Public Figure	http://facebook.com/125570244128993
KPRC2 Sofia Ojeda	1610278269190782	Journalist	http://facebook.com/1610278269190782
Darby Douglas KHOU	1445778259006444	News Personality	http://facebook.com/1445778259006444
Michelle Relerford	291519427552217	Journalist	http://facebook.com/291519427552217
Elita Loresca	413158342202274	Journalist	http://facebook.com/413158342202274
Magee Hickey	234472229907174	Journalist	http://facebook.com/234472229907174
Anthony Ponce	129934403731816	Journalist	http://facebook.com/129934403731816
ABC13-Christine Dobbyn	149105561803589	Journalist	http://facebook.com/149105561803589
Katherine  Whaley	791254384258807	Journalist	http://facebook.com/791254384258807
ABC13-Elissa Rivas	111969115538039	Journalist	http://facebook.com/111969115538039
Jace Larson	160241434011525	News Personality	http://facebook.com/160241434011525
ABC13-Deborah Wrigley	180835305266016	Journalist	http://facebook.com/180835305266016
ABC13-Samica Knight	179686955403530	Journalist	http://facebook.com/179686955403530
Alicia Roman	199002843502359	News Personality	http://facebook.com/199002843502359
JJ Watt	116270911771056	Athlete	http://facebook.com/116270911771056
Crystal Egger	152813984736352	News Personality	http://facebook.com/152813984736352
Rob Elgas	142239679134633	News Personality	http://facebook.com/142239679134633
Kelly Cass	180862429389	News Personality	http://facebook.com/180862429389
Dan Ponce	1376308412659180	News Personality	http://facebook.com/1376308412659180
Pat Tomasulo	117222070378	Public Figure	http://facebook.com/117222070378
Jane Velez-Mitchell	114250430692	Journalist	http://facebook.com/114250430692
Kye Martin	400247310035246	News Personality	http://facebook.com/400247310035246
Ron Trevino KHOU	129476933802532	News Personality	http://facebook.com/129476933802532
Allison Rosati	131732280211253	Journalist	http://facebook.com/131732280211253
Larry Potash	86733523405	Public Figure	http://facebook.com/86733523405
Greg Hurst KHOU	133622966720504	Journalist	http://facebook.com/133622966720504
Chita Craft KHOU	253951957957191	News Personality	http://facebook.com/253951957957191
KPRC2 Dominique Sachse	114379945268535	Public Figure	http://facebook.com/114379945268535
Rachel Nichols	117532038340292	Journalist	http://facebook.com/117532038340292
Shern-Min Chow KHOU	137852669628754	News Personality	http://facebook.com/137852669628754
Lily Jang KHOU	288511384536017	News Personality	http://facebook.com/288511384536017
Marion Brooks	183246321718011	Journalist	http://facebook.com/183246321718011
Steve Sanders -- WGN News Chicago	123399263126	News Personality	http://facebook.com/123399263126
Mia Gradney KHOU	242341039201948	Journalist	http://facebook.com/242341039201948
Charissa Thompson	336345089864504	Journalist	http://facebook.com/336345089864504
Dina Bair	117835768278912	News Personality	http://facebook.com/117835768278912
Lisa Hernandez KHOU	215341721861433	News Personality	http://facebook.com/215341721861433
KPRC2 Owen Conflenti	280200465360111	Journalist	http://facebook.com/280200465360111
KPRC2 Rachel McNeill	120333531319816	Public Figure	http://facebook.com/120333531319816
KPRC2 Jennifer Bauer	261624787188120	Public Figure	http://facebook.com/261624787188120
KPRC2 Khambrel Marshall	124957240848173	Public Figure	http://facebook.com/124957240848173
KPRC2 Amy Davis	119073521455653	Public Figure	http://facebook.com/119073521455653
KPRC2 Britta Merwin	1446793882234185	News Personality	http://facebook.com/1446793882234185
