screen_name,id
MayorMikeDuggan,822713107
MayorOfMKE,1022863572
McKinzie,57112794
MegGattoFOX8,285170350
MeganJDice,2382840965
MeganHenderson,269854738
meghanmongillo,22049027
fox5melanie,263964491
MelanieWJTV,2190451911
MelanieNews8,562929500
WISN_Melinda,110790365
MelindaFox26,581252916
MeliGaona,55064440
ChiConfidential,78697036
abc7melissa,109682938
melissamollet,260275260
MelissaRycroft,28259071
MelissaFox26,588352379
MelodyG_TV,372412116
MelodyMendezTV,222139848
GarofaloWX,247503175
MeredithNBC5,700077252
MattDiPirro_wx,79342249
WxManAJB,30589256
AllisonCroghan,169556588
AllysonRaeWx,325050734
A_PhillipsWX,39609231
NixonFirstAlert,277607791
Ash_Baylor,605325419
WHSVaubs,498343462
BraaadWx,1685972810
BCollarWHIO,298025508
BrittanyBWAPT,84250783
WX_BrittneyB,1075031431
MerlotsWeather,73506174
BSchuermanWBOY,378233995
FOX19Catherine,196766365
ChelseaWJZ,1618337582
edwardswxwxyz,252264686
CJohnFranklin,252212762
wxmanchris,2780477770
ChrisStillwx,29978369
ChristineWSOC9,795200935
CStiverNBC29,2386212590
CodyMatzFox9,238283677
ColinHackman,180790780
ConleyIsom,16937276
KOCOdamonlane,405970201
DanielleWBZ4,21306664
DaveSkutnik,167224590
EddieSheerr,43032348
gilsimmons,21689801
gregbobos,319131215
HaleyWebbWx,325636963
HallyVogelWXYZ,324024846
WeatherHx,289080296
HeatherSophiaTV,2470811395
MetJannaBrown,89624648
JasonDunning,303944623
JesseGunkel,1453271341
JesseWeather,160487766
NinjaWeatherman,476502840
JGonzalezNews12,717199310
WeatherJosh,836265560
JoshEachus,546758630
ABC7Josh,183665502
jloganwxguy,34959665
JustinTGee,186154648
Katie8NewsWx,249398002
KatieTheWXLady,1015576704
KeenanSmithWX,192893133
KeithMarlerFox9,204094003
WxKira,1356943782
KZontiniWHIO,2188487318
kylegravlin,55416784
LaurenCBS3,441006770
LisaVaughnFox26,1446268946
LyndsayWBTV,340064404
MalloryB_WMTW,183561912
MarioGomezWX,388955136
MarkRowlett,27730760
themahler,22654208
MVrydaghsWHIO,367195445
MBogowith,39183957
TweetsTheWx,39538956
ABC7Molly,2288784624
RachelFrank_CT,23805874
Rhonda_A_Lee,1011691412
RyanCoyle,29772383
RyanDavidsonWX,34988057
Ryan_Wichman,43343798
KOCOShelby,291161196
spencerstorm5,15507331
FrazierFox9,274909145
phaeton4kast,857249000
tkweather,117151408
TimBuckleyWX,595722578
13TimPandajis,59328756
IrishEagle,14900137
TyTheWeatherGuy,232913808
yakishk,39409240
MiaGradneyKHOU,19794905
michaelG4NY,90878730
MichaelLKelly,22734644
ReaganWorld,93241358
Michaela,534494917
MsMichelWright,294161256
MicheleBachmann,18217624
mcharlesworth7,260266028
GallardoABC7,22431195
MichelleLudtka,232680388
ABC7MichelleM,26892616
MichelleMerhar,61533498
MichelleKIRO7,22173094
MRelerfordNBC,117738709
mstarktweets,50286359
abc7michelle,1482978366
MichelleWTAE,34117110
MorningWXGuy,51052101
MikeBennerKGW,37155696
mikebettes,32567081
MikeJBouchard,66415679
MikeFirstAlert,23553100
MCampbellWHIO,594754663
MikeCaplanABC7,380512781
mikeclarkWTAE,24625821
MichaelBColeman,151943134
Mike_Colombo,69071652
MikeDavis10TV,19602537
VoteMikeDuffey,398797797
PoliticalEditor,54621739
MikeGalanosHLN,1301118895
mikehydeck,175384910
MikeyNoWay,23078191
MikeJanssenWX,3129051724
MikeFOX29,61181335
MikeMasco,125217296
mikewsyx6,15474717
mikeseidel,24111487
MikeKEZI9,2557470260
MikeTFox5,2673251988
mdrayer1,2738631782
MirandaLeahTV,2271933482
abc7miriam,718360129
MistyJRadio,111022935
MitchAlbom,75066625
mitchweber,17295354
mojointhemorn,15344545
MollyShenKOMO,27050469
NBCMonica,18199105
monicamoralestv,51087809
monicamoralestv,51087809
MonikaSamtani,259350007
MoniqueKIRO7,2576226805
mrgweather,295978715
MFeldmanNEWS,1467809412
margiepabst,26328422
NAlvarezWFTV,274019345
nancyodell,20611194
NancyParkerFOX8,242990427
NataliMarmion,23068857
NatalieFox32,429389717
KCRANatalie,543483223
NJovonovichWHIO,35565929
NatalieMNBC,208111365
NatalieTejeda,17499840
NatashaOnTV,375250613
NatashaFox26,400674042
NRobinFOX8,248830559
NatayHolmes,244325535
NateGriffFOX26,43214946
NateWimberly,1413896574
Nathan10TV,90419752
GovernorDeal,217416964
susanhogantv,38460810
NC5_MTorres,276794204
NC5_SophieNK,110893745
nealkarlinsky,20283059
realNDWalsch,40295615
NeimaNews,1613324618
NellyCarrenoTV,35648614
NickAllardKIRO7,39745601
NickBohr,226344326
NickCiletti,103215322
FOX46Nick,2434359152
NickMcGurkTV,18892945
WDAMNickOrtego,17635404
wxdude,38584206
nicolebrodeur,26179637
NicoleDabeau,61040197
NicoleDarin,127079598
NicondraNorwood,256550281
NikkiBurdine,18695901
nikkihaley,37666984
NikkiKrize,364469511
NimaShaffe,167589963
NinaBlackwood,283221826
NinaMehlhaf,41438392
njburkett7,18493809
NoheG,16254099
NPRMichel,22685638
nydia_han,16058854
OfficerNorman,317565934
OhioAG,18820392
TheOjinika,201338544
OlessaStepanova,41384361
OliverNorthFNC,280704663
oliviafecteau,40819997
OliviaMancinoTV,712444625546383360
KathyCocuzzi,295843747
PCooknewsKTVU,267809323
ReporterPam,32632540
parisjKOMO,242984239
PLMuse,28596349
PatBattle4NY,90926420
patcollins4,94093747
PatDooris,24785992
pattomasulo,17341768
patranya,703395594656751616
PatrickWDAM,3380807901
PaulGessler,28037697
Paul_Goodloe,351915951
PaulMeinckeABC7,800526102
PaulMireles,95887133
Fox5Wagner,259711925
paula_span,155634643
PeggyBunker,74873514
PeiSzeCheng4NY,14293654
pchristy11,72949538
wfaaweather,15937025
PeteFerryman,54611257
PeteSuratosTV,311218846
peterbuschTV,55360147
PeterVanSant,1921112438
philwsyx6,1081746054
PhilKeoghan,22832401
plipof,814534217702969344
SchwarzABC7,567401289
abc7phillip,32405178
PoojaOnTV,618278504
ABC7Q,2267195648
TheQonFox,18280310
RachelMyNBC5,60178758
RachelMcCrary,231746892
AnchorRAP,19409987
RACHELFOX5,182911334
R_Spangenthal,61003965
RAsaWFTV,599353468
RadioRose,1099388384
rajmathai,58065700
BabaRamDass,43464948
RamonaHolloway,101627442
RandiRicoWLWT,43670834
randypricewcvb,51029623
rshaver11,568805237
RWallaceFOX26,575649623
RaoulFOX5,18050271
Raphael4NY,33896484
rashivats,23031141
BaichwalABC7,19132985
RayCortopassi,94196663
TWCRayStagich,293989990
RCJeffrey,39168730
RebeccaRSolomon,202626150
reggieaqui,32453731
RekhaKHOU,270003956
WSAVReneeL,347428081
RepDavid,229197216
Jbrostoff,21859886
RepSteveStivers,211420609
salmoncongress,281796440
RhiannonAlly,24769192
RhondaFOX45Now,863514554
shelbykatu,22939015
rhondawalker,23769604
RichSegal1121,2819673220
richarddeitsch,25019638
RichardJordanDC,61567655
richardroeper,13820672
RSaenzFox10,36823417
SchlesCBS,1887365833
rickdamico123,27186085
litlbobaluNBC4,17856746
RickSteves,14837962
RishiBarran,322844345
RitaCosby,142339174
TheRitaGarcia,261479621
RobDunsTV,317953224
RobElgasABC7,455768446
abc7rob,1534760550
abc7robhayes,104559251
RobOnTheRun,93867771
Rob_Krieger,34623955
roblittlecomic,21359713
robmassonfox8,250826904
RobMayeda,22802715
abc7robmcmillan,913054760
RobKIRO7,44471265
RobNelsonABC7,2291870822
robwsyx6,2411531918
robwolchek,22061678
RobertFeder,44130462
nuzman9,15891809
RVWweather,325647688
RobinFox46,2327853662
RobinMeade,145745936
RMurdochFOX2,551078878
RobinSchwartzPR,181946453
RobynNBC4,221861488
RoeConn,59986919
RonEClaiborne,1291269834
RonHoonFox10,39816133
RonMagersABC7,382380425
ronrosseau,269093966
RonSavageEMT,194180566
khouron,325551119
RonicaCleary,33777803
RoseanneTellez,123954462
RossJonesDC,191603799
RSteinWPTV,330465870
rozvaronABC7,298501517
RucksRussell,34027651
russfeingold,16742806
RussKHOU,582184905
RussPtacek,196336073
russellkinsaul,48948631
RyanWCPO,2978340515
RyanLeckey,65177135
ryanobles,16625082
ryanvaughan,18497441
sabrinahall,32151813
Sabrinafox8news,250827908
SadeABC,31460850
SallyMacFox26,18315879
SeversonSally,487681588
SWigginWTAE,119225308
SamArgier,29211557
SamChampion,21232507
ABC7Sam,54261520
SamOnTV,101629378
SamanthaCortese,264688745
SDaviesNBC5,512403075
SamanthaKPRC,15153043
SamRobertsWX,2270215064
SamanthaWZTV,2543861036
SammiOnAir,274136123
samuelcnn,115522779
SandraBookman7,389557471
sandraendotv,67051145
SandraLee,45664779
CBSLAsandra,1284434634
SandyKenyon7,255256478
sara_gore,130582616
SarahArbogast,108650093
sarahbatistaTV,404150620
SarahBloomNBC12,62515922
SarahBuynovsky,580274654
ForganySarah,550376102
SarahFortnerWx,155927637
SchulteABC7,39278355
SimmonsFox5,19145536
sarahwroblewski,28888320
SarahBlakeWBTV,747441085
Scarlettontv,131320481
scottbudman,18703437
conantnyc,16262688
ScottNoll_KHOU,54103126
shannon955,216366580
SMargolisFOX2,1465054356
StephChuang,78406355
SHockridgeABC15,361537184
StephenStockTV,27921148
CasperABC15,431798205
SuzanneMalveaux,26083271
TamEdwards6abc,266031138
TamsenFadal,15466121
TarynAsherFox2,194575920
TerryFoster971,20657448
ChampagneDiet,39585030
TommyTranTV,366288001
vickydnguyen,62391729
WalterPerez6abc,247285439
wendi_redman,2616416569
yettagibson,34756304
ZainAsher,555825990
